,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
3150,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25,03h 45m,19:10,4.1,INR 500,27
3151,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,NEW FATEH BUS SERVICE,Volvo A/C Semi Sleeper (2+2),16:25,03h 50m,20:15,4.3,510,30
3152,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55,03h 45m,20:40,3.1,INR 600,41
3153,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,RATHORE TRAVELS AGENCY,AC Sleeper (2+1),18:30,04h 45m,23:15,4.8,INR 700,23
3154,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:00,05h 30m,01:30,4.1,INR 810,36
3155,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:00,05h 15m,01:15,3.4,466,21
3156,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:05,05h 25m,01:30,4.1,INR 810,28
3157,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:15,05h 15m,01:30,4.1,INR 810,36
3158,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:30,05h 20m,01:50,4.1,770,29
3159,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:35,05h 15m,01:50,4.1,INR 810,36
3160,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),20:40,05h 20m,02:00,3.4,658,34
3161,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Zimindara Travels,AC Sleeper (2+1),20:45,05h 05m,01:50,4.1,INR 810,36
3162,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),21:00,04h 30m,01:30,3.4,705,34
3163,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Sleeper (2+1),21:15,04h 15m,01:30,3.7,525,37
3164,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Sleeper (2+1),21:20,04h 10m,01:30,3.7,525,36
3165,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Sleeper (2+1),21:30,04h 00m,01:30,3.5,525,36
3166,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,New deep bus service,Volvo Multi-Axle A/C Seater (2+2),12:35,04h 05m,16:40,2.7,INR 571.43,20
3167,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:30,04h 00m,17:30,2.7,INR 500,44
3168,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,AMBIKA MISHRA TRAVELS,AC Sleeper (2+1),20:40,04h 30m,01:10,2.5,INR 650,22
3169,Chandigarh to Bathinda,https://www.redbus.in/bus-tickets/chandigarh-to-bathinda,Rajpreet Travels and cargo,A/C Sleeper (2+1),19:00,04h 00m,23:00,3.4,INR 950,26
3170,Chandigarh to Faridkot,https://www.redbus.in/bus-tickets/chandigarh-to-faridkot,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),16:20,04h 25m,20:45,4,INR 600,41
3171,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:50,01h 40m,16:30,3.9,INR 200,49
3172,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),15:25,01h 20m,16:45,3.7,INR 200,49
3173,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:30,01h 50m,15:20,2.3,INR 200,45
3174,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),13:55,01h 45m,15:40,2.5,INR 200,45
3175,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),16:55,01h 35m,18:30,2.7,INR 200,45
3176,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),14:05,01h 20m,15:25,3.7,INR 850,49
3177,Chandigarh to Patiala,https://www.redbus.in/bus-tickets/chandigarh-to-patiala,NEW FATEH BUS SERVICE,Volvo A/C Semi Sleeper (2+2),16:25,01h 35m,18:00,3.2,510,31
3178,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
3179,Gangtok to Siliguri,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,APSARA BUS SERVICE,Non AC Seater (2+2),15:30,04h 05m,19:35,New,INR 500,27
3180,Siliguri to Gangtok,https://www.redbus.in/bus-tickets/siliguri-to-gangtok,APSARA BUS SERVICE,Non AC Seater (2+2),14:30,04h 05m,18:35,New,INR 500,27
3181,Siliguri to Melli (Sikkim),https://www.redbus.in/bus-tickets/siliguri-to-melli-sikkim,Sikkim Nationalised Transport (SNT) - 170788,NON A/C Seater (2+2),14:00,02h 50m,16:50,3.8,INR 140,26
3182,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
3183,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-JHALDA - KARUNAMOYEE - VIA - PRL/ASN - 05:00 - 1089,Non AC Seater (2+3),10:45,04h 00m,14:45,4.1,INR 155,48
3184,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BAGMUNDI - KOLKATA - 05:00 (BEL DEPOT) - 764,Non AC Seater (2+3),10:50,03h 30m,14:20,2.5,INR 150,52
3185,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-PURULIA - KOLKATA - 07:15 - (VIA ASN) (HWH DEPO - 2763,Non AC Seater (2+3),11:05,03h 30m,14:35,4.4,INR 150,48
3186,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - 11:45 (DGP DEPOT) - 139,Non AC Seater (2+3),11:45,04h 00m,15:45,4,INR 155,43
3187,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KOLKATA - 12:00 (DGP DEPOT) - 131,Non AC Seater (2+3),12:00,03h 30m,15:30,3.9,INR 150,52
3188,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 10:15 (BNK DEPOT) - 820,Non AC Seater (2+3),12:15,04h 00m,16:15,3.9,INR 155,42
3189,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - L/S - 11:10 (ASANSOL DEPOT) - 149,Non AC Seater (2+3),12:20,03h 30m,15:50,4.2,INR 150,51
3190,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 11:30 (HOWRAH DEPOT) - 747,Non AC Seater (2+3),12:40,03h 30m,16:10,4.3,INR 150,52
3191,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 11:35 (BEL DEPOT) - 213,Non AC Seater (2+3),12:45,04h 00m,16:45,3.9,INR 155,49
3192,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KOLKATA - 13:00 (DGP DEPOT) - 226,Non AC Seater (2+3),13:00,03h 30m,16:30,3.3,INR 150,52
3193,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 12:20 (BEL DEPOT) - 214,Non AC Seater (2+3),13:30,04h 00m,17:30,3.8,INR 155,45
3194,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - L/S - 12:35 (HOWRAH DEPOT) - 205,Non AC Seater (2+3),13:40,03h 30m,17:10,2.8,INR 150,52
3195,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 12:00 (BNK DEPOT) - 857,Non AC Seater (2+3),13:50,04h 00m,17:50,4.1,INR 155,39
3196,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,03h 30m,17:35,3.7,INR 155,47
3197,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 13:05 (ASANSOL DEPOT) - 141,Non AC Seater (2+3),14:15,03h 30m,17:45,4.1,INR 150,49
3198,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 13:00 (BNK DEPOT) - 240,Non AC Seater (2+3),14:55,04h 00m,18:55,3.5,INR 155,34
3199,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 13:55 (ASANSOL DEPOT) - 394,Non AC Seater (2+3),15:05,04h 00m,19:05,3.4,INR 155,43
3200,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-DURGAPUR - KARUNAMOYEE - A/C - 15:10 (DGP DEPOT) - 1648,AC Seater (2+2),15:10,04h 00m,19:10,2.9,INR 300,36
3201,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748,Non AC Seater (2+3),15:15,03h 30m,18:45,3.6,INR 150,52
3202,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - A/C - 14:20 (HWH DEPOT) - 1149,AC Seater (2+2),15:40,03h 30m,19:10,3.8,INR 300,36
3203,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,04h 00m,20:00,3.7,INR 155,43
3204,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210,Non AC Seater (2+3),16:15,03h 30m,19:45,2.9,INR 150,49
3205,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216,Non AC Seater (2+3),16:20,04h 00m,20:20,3.9,INR 155,49
3206,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211,Non AC Seater (2+3),16:45,03h 30m,20:15,2.4,INR 150,51
3207,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-BANKURA - KARUNAMOYEE - A/C - 15:15 - 1500,AC Seater (2+2),17:00,04h 00m,21:00,2.8,INR 300,30
3208,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217,Non AC Seater (2+3),17:25,04h 00m,21:25,3.4,INR 155,52
3209,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752,Non AC Seater (2+3),17:40,03h 30m,21:10,3.8,INR 150,52
3210,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847,Non AC Seater (2+3),17:50,04h 10m,22:00,4.1,INR 155,40
3211,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),10:30,04h 00m,14:30,4.8,INR 486,30
3212,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:00,04h 00m,15:00,3.2,INR 486,15
3213,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),11:00,04h 00m,15:00,3.9,INR 486,7
3214,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),11:30,04h 00m,15:30,4.3,INR 486,24
3215,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),12:00,03h 50m,15:50,4.6,INR 486,22
3216,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),12:30,04h 00m,16:30,4.2,INR 486,37
3217,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:55,03h 50m,16:45,4.4,INR 486,23
3218,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:10,04h 00m,17:10,4.5,INR 486,12
3219,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),13:30,03h 50m,17:20,4.3,INR 486,29
3220,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),13:45,04h 00m,17:45,4.5,INR 486,24
3221,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:10,03h 50m,18:00,4.2,INR 486,23
3222,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),14:20,03h 50m,18:10,4.7,INR 486,20
3223,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),14:50,04h 00m,18:50,4,INR 486,27
3224,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:10,03h 50m,19:00,4.5,INR 486,37
3225,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:30,04h 00m,19:30,4.3,INR 486,20
3226,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,03h 50m,19:20,4.4,INR 486,27
3227,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:00,04h 00m,20:00,4.3,INR 486,25
3228,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),16:00,03h 50m,19:50,4.3,INR 486,27
3229,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line (Karunamoyee),Volvo A/C Seater (2+2),16:20,04h 05m,20:25,3.9,INR 486,33
3230,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:30,04h 00m,20:30,3.8,INR 486,28
3231,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),16:45,04h 00m,20:45,4.2,INR 486,35
3232,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline,Volvo A/C Seater (2+2),17:10,03h 50m,21:00,3.8,INR 486,30
3233,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,03h 50m,21:20,4.1,INR 486,24
3234,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),17:50,03h 45m,21:35,4.2,INR 486,35
3235,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:15,03h 45m,22:00,3.5,INR 486,27
3236,Durgapur (West Bengal) to Kolkata,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Express Line,Volvo A/C Seater (2+2),18:30,04h 20m,22:50,4.6,INR 486,23
3237,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:40,Non AC Seater (2+3),10:40,04h 45m,15:25,3.2,INR 161,22
3238,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|11:30,Non AC Seater (2+3),11:30,04h 45m,16:15,2.7,INR 161,38
3239,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:50,Non AC Seater (2+3),12:50,04h 45m,17:35,3.3,INR 161,50
3240,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,04h 45m,18:10,2.9,INR 161,51
3241,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) Barasat-Digha Via Bally (AC VOLVO) - 201|14:00,Volvo AC Seater (2+2),14:00,04h 00m,18:00,3.1,INR 410,42
3242,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|14:15",Non AC Seater (2+3),14:15,05h 00m,19:15,3.5,INR 165,47
3243,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,04h 45m,19:35,3.5,INR 161,43
3244,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,05h 05m,21:05,3.4,INR 161,47
3245,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,WBTC (CTC) BARASAT-DIGHA via Bally - 38|16:45,Non AC Seater (2+3),16:45,04h 25m,21:10,2.5,INR 161,26
3246,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,04h 50m,16:20,3.5,352,6
3247,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,City Express,AC Seater (2+3),11:35,05h 21m,16:56,4.2,INR 370,6
3248,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Ankita Paribahan,AC Seater (2+3),13:40,05h 00m,18:40,3.3,389,26
3249,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Vishwakarma Travels,AC Seater (2+3),13:45,05h 20m,19:05,4.1,INR 380,28
3250,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05h 25m,05:00,3.2,INR 420,22
3251,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Ankita Paribahan,Non AC Seater (2+3),11:50,05h 40m,17:30,2.2,347,21
3252,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Rudraksha City Service,A/C Seater (2+3),13:00,05h 26m,18:26,2.2,INR 450,2
3253,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Bus Service,Non AC Seater (2+3),16:50,06h 40m,23:30,1,333,54
3254,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,05h 20m,23:55,1.2,475,20
3255,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Satya Paribahan,A/C Seater (2+3),23:00,06h 10m,05:10,2.6,399,37
3256,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Arunita Paribahan,A/C Seater (2+3),23:35,05h 25m,05:00,2.9,INR 370,21
3257,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,06h 20m,03:35,3.1,INR 650,37
3258,Digha to Barasat (West Bengal),https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Aradhana Bus Service,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,1,570,54
3259,Barasat (West Bengal) to Digha,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:15,Non AC Seater (2+3),14:15,03h 55m,18:10,4.2,INR 161,46
3260,Barasat (West Bengal) to Digha,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00,Non AC Seater (2+3),15:00,03h 45m,18:45,3.7,INR 161,45
3261,Barasat (West Bengal) to Digha,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-digha,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,3.5,INR 170,43
3262,Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata,SBSTC-SURI - KOLKATA - 11:30 (Suri Depot) - 1206,Non AC Seater (2+3),11:30,05h 00m,16:30,3.6,INR 190,49
3263,Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata,SBSTC-SURI - SARSUNA - VIA - KOLKATA - 14:00 (Suri Depot - 2821,Non AC Seater (2+3),14:00,05h 00m,19:00,1.8,INR 190,52
3264,Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata,SBSTC-SURI - KOLKATA - 15:15 - (Suri Depot) - 1364,Non AC Seater (2+3),15:15,05h 00m,20:15,2.7,INR 190,52
3265,Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|13:15,Volvo AC Seater (2+2),13:15,05h 10m,18:25,4.4,INR 435,34
3266,Suri to Kolkata,https://www.redbus.in/bus-tickets/suri-to-kolkata,ASHIRWAD BUS SERVICE PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:30,05h 30m,04:00,3.5,INR 400,19
3267,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Belgachia - Digha via Esplanade - 51|12:30,Non AC Seater (2+3),12:30,05h 45m,18:15,3.3,INR 155,48
3268,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:00,Non AC Seater (2+3),14:00,04h 15m,18:15,3.3,INR 145,48
3269,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Kolkata - Digha - 124|14:40,Non AC Seater (2+3),14:40,04h 25m,19:05,3.6,INR 145,49
3270,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:45,Non AC Seater (2+3),14:45,05h 25m,20:10,3.3,INR 155,48
3271,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Belgachia - Digha via Esplanade - 51|15:45,Non AC Seater (2+3),15:45,04h 25m,20:10,3.1,INR 145,48
3272,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Khidderpur - Digha - 97|16:00,Non AC Seater (2+3),16:00,05h 00m,21:00,3.3,INR 151,46
3273,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,WBTC (CTC) Khidderpur - Digha - 97|16:45,Non AC Seater (2+3),16:45,04h 15m,21:00,3.2,INR 145,46
3274,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.4,INR 500,11
3275,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Express Line,Volvo A/C Seater (2+2),23:45,05h 00m,04:45,4.4,INR 749,45
3276,Kolkata to Digha,https://www.redbus.in/bus-tickets/kolkata-to-digha,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:45,05h 00m,04:45,4.5,INR 500,30
